Company,Instrument,Credit Rating,1Y Range,% Assets
8.6% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.45,0.30
7.65% IRFC 2021,Debenture,AAA,0.00 - 0.15,0.13
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.11,0.11
8.75% HDFC 2021,Debenture,AAA,0.00 - 0.13,0.10
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 3.89,0.10
7.73% Power Finance Corp. 2021,Debenture,AAA,0.00 - 2.02,0.02
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
17. Tata Equity Savings Fund - Regular Plan
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,3.01 - 3.76,3.71
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,2.89 - 3.66,3.62
RBL Bank,Fixed Deposits,-,0.00 - 5.74,3.60
IDFC First Bank,Fixed Deposits,-,0.00 - 4.36,3.60
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,2.90 - 3.61,3.56
7.9% India Infradebt 2022,Debenture,AAA,2.88 - 3.55,3.52
Federal Bank,Fixed Deposits,-,0.00 - 2.13,2.13
8.5% Vedanta 2021,Non Convertible Debenture,AA,1.62 - 1.98,1.98
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA,0.60 - 0.75,0.74
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.52 - 0.93,0.58
JM Fin Asset Reconstruction co 2021,Debenture,AA-,0.30 - 0.38,0.38
Edelweiss Retail Finance 2021,Debenture,AA,0.30 - 0.37,0.37
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 0.37,0.36
36. Tata Hybrid Equity Fund - Regular Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 4.53,4.53
9.45% ECL Finance 2021,Debenture,AA,0.86 - 1.92,1.87
ONGC Petro Additions 2021,Debenture,AAA,1.52 - 1.77,1.74
9.65% Green Infra Wind Energy 2023,Debenture,AA,1.38 - 1.70,1.64
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.22,1.22
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,1.03 - 1.19,1.17
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.10,1.10
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.12,1.08
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,0.79 - 0.96,0.95
9.26% Jubilant Life Sciences 2022,Non Convertible Debenture,AA,0.52 - 0.65,0.64
8.7% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 0.62,0.61
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,0.52 - 0.61,0.60
Reserve Bank of India 364-D 08/11/2019,Treasury Bills,SOV,0.00 - 0.59,0.58
Edelweiss Rural & Corporate Services 2020,Debenture,AA,0.44 - 0.53,0.53
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 0.45,0.45
7.55% REC 2020,Debenture,AAA,0.00 - 0.35,0.35
7.55% REC 2021,Debenture,AAA,0.00 - 0.35,0.35
7.55% REC 2022,Debenture,AAA,0.00 - 0.35,0.35
7.55% REC 2023,Debenture,AAA,0.00 - 0.35,0.35
7.95% Sikka Ports and Terminals 2026,Debenture,AAA,0.29 - 0.34,0.33
8.2% National Bank Agr. Rur. Devp 2034,Bonds/Debentures,AAA,0.00 - 0.25,0.25
9.23% Talwandi Sabo Power 2021,Debenture,AA,0.15 - 0.17,0.17
7.95% GOI 2032,GOI Securities,SOV,0.00 - 0.22,0.12
8.7% Power Finance Corp. 2020,Bonds,AAA,0.10 - 0.12,0.12
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 0.12,0.11
41. Tata Retirement Savings Fund - Conservative Plan - Regular Plan
7.32% GOI 2024,GOI Securities,SOV,0.00 - 19.94,19.52
7.57% GOI 2033,GOI Securities,SOV,0.00 - 7.91,7.91
7.27% GOI 2026,GOI Securities,SOV,0.00 - 7.83,7.83
6.84% GOI 2022,GOI Securities,SOV,6.98 - 7.24,7.06
8.24% GOI 2027,Central Government Loan,SOV,4.40 - 4.58,4.47
8.2% GOI 2025,Central Government Loan,SOV,3.99 - 4.14,4.05
9.95% Food Corporation of India 2022,Bonds,AAA,4.00 - 4.17,4.01
7.73% GOI 2034,GOI Securities,SOV,3.84 - 4.13,3.98
7.8% GOI 2021,Central Government Loan,SOV,3.88 - 4.04,3.88
8.44% Maharashtra State 2024,State Development Loan,SOV,2.74 - 2.86,2.81
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,1.38 - 1.43,1.39
Aditya Birla Housing Finance 2021,Debenture,AAA,0.24 - 0.25,0.25
42. Tata Retirement Savings Fund - Moderate Plan - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 5.00,4.23
7.27% GOI 2026,GOI Securities,SOV,0.00 - 3.75,3.75
9.23% Talwandi Sabo Power 2021,Debenture,AA,2.23 - 2.76,2.23
7.74% LIC Housing Fin. 2020,Debenture,AAA,1.36 - 1.65,1.36
IIFL Home Finance 2021,Zero Coupon Bonds,AA,0.72 - 0.85,0.73
ONGC Petro Additions 2021,Debenture,AAA,0.00 - 0.51,0.45
8.49% HDFC 2020,Debenture,AAA,0.00 - 0.21,0.18
7.47% Power Finance Corp. 2021,Bonds,AAA,0.15 - 0.19,0.15
9.1% Shriram Transport Finance 2021,Debenture,AA+,0.08 - 0.10,0.08
7.7% REC 2021,Bonds/NCDs,AAA,0.05 - 0.06,0.05
8.22% ICICI Home Finance Company 2021,Bonds/NCDs,AAA,0.05 - 0.05,0.05
8.2% Power Grid Corporation 2022,Bonds/NCDs,AAA,0.00 - 0.04,0.04
8.81% SIDBI 2022,Debenture,AAA,0.00 - 0.02,0.02
10.09% MRF 2021,Debenture,AAA,0.02 - 0.35,0.02
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.02,0.02
46. Union Balanced Advantage Fund - Regular Plan
7.6% HDFC 2020,Debenture,AAA,4.49 - 4.97,4.93
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 4.90,4.90
HDFC Bank 365-D,Fixed Deposits,-,0.00 - 4.86,4.86
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 3.05,3.02
7.27% Nat. Highways Authority 2022,Debenture,AAA,2.64 - 3.00,2.97
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,2.65 - 2.99,2.96
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,1.96 - 4.88,1.96
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.92 - 1.02,1.01
ICICI Bank 92-D,Fixed Deposits,-,0.00 - 0.39,0.39
Reserve Bank of India 364-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.23,0.23
HDFC Bank 94-D,Fixed Deposits,-,0.00 - 0.20,0.20
HDFC Bank 96-D,Fixed Deposits,-,0.00 - 0.20,0.20
HDFC Bank 97-D,Fixed Deposits,-,0.00 - 0.20,0.20
Reserve Bank of India 182-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.13,0.13
47. Union Capital Protection Oriented Fund Series 7 - Regular Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,8.38 - 9.10,8.56
8.2% Power Grid Corporation 2020,Debenture,AAA,8.39 - 9.11,8.55
8.02% LIC Housing Fin. 2020,Debenture,AAA,8.35 - 9.02,8.55
7.09% Export-Import Bank 2020,Bonds,AAA,8.34 - 8.98,8.53
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,6.99 - 7.58,7.13
8.5% Nuclear Power Corpn. 2019,Bonds,AAA,6.99 - 7.64,7.11
8.56% REC 2019,Bonds,AAA,6.98 - 7.62,7.10
8.54% NHPC 2019,Bonds,AAA,5.60 - 6.10,5.69
6.92% IRFC 2019,Non Convertible Debenture,AAA,5.56 - 6.01,5.68
HDFC 2020,Debenture,AAA,4.25 - 4.65,4.32
8.75% HDFC 2020,Debenture,AAA,4.19 - 4.55,4.28
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,1.40 - 1.52,1.43
9.02% REC 2019,Bonds,AAA,1.40 - 1.53,1.42
Reserve Bank of India 364-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.11,0.11
Reserve Bank of India 182-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.07,0.07
48. Union Capital Protection Oriented Fund Series 8 - Regular Plan
8.5% HDFC 2020,Debenture,AAA,8.67 - 9.23,8.75
9.35% Power Grid Corporation 2020,Bonds/NCDs,AAA,7.34 - 7.84,7.37
8.7% Export-Import Bank 2020,Bonds,AAA,7.29 - 7.78,7.34
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,7.24 - 7.72,7.28
8.37% REC 2020,Bonds,AAA,7.22 - 7.71,7.28
8.6% LIC Housing Fin. 2020,Debenture,AAA,7.22 - 7.70,7.28
7.2% IRFC 2020,Bonds,AAA,7.17 - 7.64,7.24
7.7435% Bajaj Finance 2020,Debenture,AAA,7.16 - 7.61,7.24
7.3% HDB Financial Services 2020,Bonds,AAA,7.10 - 7.53,7.21
8.78% NTPC 2020,Bonds/NCDs,AAA,5.81 - 6.21,5.83
8.5% NHPC 2020,Bonds/Debentures,AAA,4.36 - 4.65,4.38
7.25% SIDBI 2020,Bonds,AAA,2.87 - 3.06,2.89
Reserve Bank of India 364-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.12,0.11
Reserve Bank of India 182-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.07,0.07
51. Union Equity Savings Fund - Regular Plan
HDFC Bank 365-D,Fixed Deposits,-,0.00 - 13.32,13.32
8.4% SIDBI 2021,Debenture,AAA,3.26 - 4.48,4.48
7.2% HDFC 2020,Debenture,AAA,3.18 - 4.38,4.38
6.99% REC 2020,Debenture,AAA,3.18 - 4.36,4.36
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,2.19 - 4.22,2.19
Reserve Bank of India 364-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.17,0.17
Reserve Bank of India 182-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.11,0.11
54. UTI Arbitrage Fund - Regular Plan
Punjab National Bank 366-D,Short Term Deposit,-,0.00 - 3.34,3.34
L&T Finance 364-D 05/12/2019,Commercial Paper,A1+,0.00 - 6.35,2.70
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.98,2.59
Ujjivan Small Finance Bank 365-D,Short Term Deposit,-,0.00 - 4.73,2.54
HDFC 363-D 13/02/2020,Commercial Paper,A1+,0.00 - 3.13,1.78
Kotak Mahindra Prime 315-D 17/01/2020,Commercial Paper,A1+,0.00 - 2.78,1.78
HDB Financial Services 327-D 04/05/2020,Commercial Paper,A1+,0.00 - 2.50,1.75
Cholamandalam Invest. & Fin. 364-D 12/06/2020,Commercial Paper,A1+,0.00 - 2.47,1.73
8.12% Nabha Power 2021,Debenture,AAA,0.00 - 1.87,1.61
Axis Bank 370-D,Short Term Deposit,-,0.00 - 1.98,0.92
Punjab National Bank 365-D,Short Term Deposit,-,0.00 - 0.91,0.91
Equitas Small Finance Bank 368-D,Short Term Deposit,-,0.00 - 1.26,0.91
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.36,0.86
Equitas Small Finance Bank 367-D,Short Term Deposit,-,0.00 - 1.87,0.73
8.07% L&T Finance 2020,Debenture,AAA,0.00 - 0.72,0.72
HDFC Bank 369-D,Short Term Deposit,-,0.00 - 0.75,0.55
Federal Bank 365-D,Short Term Deposit,-,0.55 - 3.50,0.55
Axis Bank 365-D,Short Term Deposit,-,0.55 - 2.83,0.55
RBL Bank 365-D,Short Term Deposit,-,0.25 - 1.02,0.36
Ujjivan Small Finance Bank 364-D,Short Term Deposit,-,0.00 - 0.78,0.36
Ujjivan Small Finance Bank 367-D,Short Term Deposit,-,0.00 - 0.75,0.36
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.36,0.31
HDFC Bank 366-D,Short Term Deposit,-,0.00 - 0.35,0.25
HDFC Bank 365-D,Short Term Deposit,-,0.00 - 0.25,0.18
Federal Bank 366-D,Short Term Deposit,-,0.00 - 0.51,0.18
57. UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Regular Plan
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 14.58,13.94
8.36% Haryana State 2021,State Development Loan,SOV,11.03 - 12.98,12.69
Kotak Mahindra Prime 2021,Debenture,AAA,10.31 - 10.64,10.64
Bajaj Finance 2021,Debenture,AAA,10.21 - 10.59,10.59
9.15% Export-Import Bank 2021,Bonds,AAA,8.27 - 8.71,8.27
9.4% HDFC 2021,Debenture,AAA,8.24 - 8.66,8.24
8.75% LIC Housing Fin. 2021,Debenture,AAA,8.16 - 8.54,8.16
8.05% Power Finance Corp. 2021,Debenture,AAA,8.09 - 8.48,8.09
10.1% Power Grid Corporation 2020,Bonds,AAA,3.48 - 3.74,3.48
8.5% IRFC 2020,Bonds,AAA,3.25 - 3.46,3.25
9.18% Power Finance Corp. 2021,Bonds,AAA,0.33 - 0.35,0.33
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
58. UTI Capital Protection Oriented Scheme Series IX-II (1462 Days) - Regular Plan
8.36% Haryana State 2021,State Development Loan,SOV,36.65 - 38.55,36.65
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 12.67,12.15
9.57% IRFC 2021,Bonds,AAA,9.65 - 10.19,9.65
9.64% Power Grid Corporation 2021,Bonds,AAA,8.60 - 9.06,8.60
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,8.57 - 8.91,8.57
8.1% NTPC 2021,Bonds,AAA,8.08 - 8.41,8.08
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.01,0.01
59. UTI Capital Protection Oriented Scheme Series IX-III (1389 Days) - Regular Plan
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 15.61,14.91
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,10.39 - 10.84,10.39
9.57% IRFC 2021,Bonds,AAA,9.60 - 10.17,9.60
9.18% Power Finance Corp. 2021,Bonds,AAA,9.42 - 9.99,9.42
8.39% Rajasthan State 2021,State Development Loan,SOV,9.42 - 9.97,9.42
8% Export-Import Bank 2021,Bonds,AAA,9.36 - 9.77,9.36
8.85% NHPC 2021,Bonds,AAA,6.73 - 7.11,6.73
8.1% NTPC 2021,Bonds,AAA,6.70 - 7.00,6.70
8.13% Power Grid Corporation 2021,Debenture,AAA,6.69 - 7.00,6.69
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 1.38,1.35
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
60. UTI Capital Protection Oriented Scheme Series VIII-I (1278 Days) - Regular Plan
Axis Finance 2019,Debenture,AAA,10.28 - 10.62,10.60
8.7% Power Finance Corp. 2020,Bonds,AAA,8.43 - 8.87,8.43
8.2% Power Grid Corporation 2020,Debenture,AAA,8.42 - 8.83,8.42
7.97% LIC Housing Fin. 2020,Debenture,AAA,8.42 - 8.75,8.42
HDFC 2020,Deep Discount Bonds,AAA,8.05 - 8.31,8.29
8.56% REC 2019,Bonds,AAA,7.35 - 7.76,7.35
8.55% IRFC 2020,Bonds,AAA,5.28 - 5.56,5.28
8.49% NHPC 2019,Bonds,AAA,5.26 - 5.54,5.26
8.1% BMW India Financial Services 2020,Debenture,AAA,5.24 - 5.46,5.24
Bajaj Finance 2020,Debenture,AAA,5.04 - 5.23,5.22
8.4% Assam State 2020,State Development Loan,SOV,0.42 - 0.45,0.42
8.35% Rajasthan State 2019,State Development Loan,SOV,0.18 - 0.19,0.18
8.3% Maharashtra State 2020,State Development Loan,SOV,0.12 - 0.13,0.12
9.04% REC 2019,Bonds,AAA,0.10 - 0.11,0.10
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
61. UTI Capital Protection Oriented Scheme Series VIII-II (1831 Days) - Regular Plan
Bajaj Finance 2021,Deep Discount Bonds,AAA,9.48 - 9.93,9.91
8.4% Power Grid Corporation 2021,Bonds,AAA,9.34 - 9.71,9.34
7.5% Power Finance Corp. 2021,Debenture,AAA,9.09 - 9.45,9.09
7.75% LIC Housing Fin. 2021,Debenture,AAA,8.00 - 8.25,8.00
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,6.86 - 7.19,6.86
9.9% HDFC 2021,Debenture,AAA,5.89 - 6.19,5.89
8.66% Uttar Pradesh State 2021,State Development Loan,SOV,0.00 - 5.56,5.32
9.48% REC 2021,Bonds,AAA,5.28 - 5.59,5.28
8.1% NTPC 2021,Bonds,AAA,5.21 - 5.43,5.21
Axis Finance 2019,Debenture,AAA,2.82 - 2.89,2.87
7.99% Punjab State 2021,State Development Loan,SOV,1.75 - 1.83,1.75
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,1.16 - 1.21,1.16
8.39% Rajasthan State 2021,State Development Loan,SOV,1.16 - 1.23,1.16
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
62. UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan
8.39% Rajasthan State 2020,State Development Loan,SOV,10.28 - 12.73,12.20
Bajaj Finance 2020,Deep Discount Bonds,AAA,10.30 - 10.68,10.66
HDFC 2020,Deep Discount Bonds,AAA,9.18 - 9.47,9.45
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,9.45 - 9.89,9.45
7.78% HDB Financial Services 2019,Non Convertible Debenture,AAA,8.17 - 8.54,8.17
8.7% Power Finance Corp. 2020,Bonds,AAA,5.75 - 6.05,5.75
8.2% Power Grid Corporation 2020,Debenture,AAA,5.25 - 5.51,5.25
Axis Finance 2019,Debenture,AAA,5.01 - 5.17,5.16
8.56% REC 2019,Bonds,AAA,4.50 - 4.76,4.50
8.35% Rajasthan State 2019,State Development Loan,SOV,4.37 - 4.87,4.37
8.65% REC 2020,Bonds,AAA,4.11 - 4.32,4.11
8.82% Power Finance Corp. 2020,Bonds,AAA,3.70 - 3.89,3.70
7.97% LIC Housing Fin. 2020,Debenture,AAA,1.64 - 1.71,1.64
8.87% REC 2020,Bonds,AAA,0.08 - 0.09,0.08
9.04% REC 2019,Bonds,AAA,0.08 - 0.09,0.08
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
63. UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Regular Plan
Bajaj Finance 2022,Debenture,AAA,9.87 - 10.43,10.43
9.36% Power Finance Corp. 2021,Bonds,AAA,9.73 - 10.24,9.73
9.05% Export-Import Bank 2022,Bonds,AAA,9.63 - 10.03,9.63
8.3% GAIL 2022,Bonds,AAA,9.15 - 9.52,9.15
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,8.05 - 8.63,8.05
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 7.71,7.34
7.75% LIC Housing Fin. 2021,Debenture,AAA,6.78 - 6.99,6.78
9.48% REC 2021,Bonds,AAA,5.80 - 6.13,5.80
9.35% Power Grid Corporation 2021,Bonds/NCDs,AAA,5.15 - 5.39,5.15
8.4% Power Grid Corporation 2021,Bonds,AAA,4.61 - 4.80,4.61
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.01,0.01
64. UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Regular Plan
8.76% Power Finance Corp. 2019,Bonds,AAA,9.22 - 9.70,9.22
8.73% Power Grid Corporation 2019,Bonds,AAA,9.20 - 9.71,9.20
9.04% REC 2019,Bonds,AAA,9.11 - 9.64,9.11
8.8% REC 2019,Bonds,AAA,0.18 - 0.19,0.18
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
65. UTI Capital Protection Oriented Scheme Series X-II (1134 Days) - Regular Plan
8.36% Punjab State 2021,State Development Loan,SOV,18.22 - 19.10,18.22
Axis Finance 2021,Zero Coupon Bonds,AAA,11.72 - 12.16,12.16
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 12.07,11.60
8.75% HDFC 2021,Debenture,AAA,10.83 - 11.29,10.83
7.65% IRFC 2021,Debenture,AAA,10.76 - 11.18,10.76
7.73% Power Finance Corp. 2021,Debenture,AAA,10.67 - 11.14,10.68
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 9.79,9.79
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 4.46,4.37
66. UTI Children's Career Fund-Savings Plan - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 9.49,7.64
7.95% Sikka Ports and Terminals 2026,Debenture,AAA,3.40 - 3.67,3.57
9.14% Zydus Wellness 2023,Debenture,AA+,0.00 - 2.91,2.85
State Bank of India 2056,Debenture,AA+,0.00 - 2.67,2.63
9.5% Yes Bank,Bonds,BBB+,0.00 - 2.45,2.02
8.04% Vodafone Idea 2022,Debenture,A,0.00 - 1.83,1.71
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,1.34 - 1.44,1.42
9.14% Bank of Baroda,Bonds,AA,1.32 - 1.43,1.42
8.39% State Bank of India 2024,Bonds/Debentures,AA+,1.32 - 1.43,1.41
9.65% Green Infra Wind Energy 2023,Debenture,AA,0.00 - 1.41,1.41
8.97% Uttar Pradesh Power Corporation 2024,Bonds,AA,1.33 - 5.70,1.40
9.1% Union Bank of India,Non Convertible Debenture,AA,1.31 - 1.40,1.38
9.1% Shriram Transport Finance 2021,Debenture,AA+,1.31 - 1.37,1.37
7.95% GOI 2032,GOI Securities,SOV,0.41 - 1.41,1.37
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 1.15,1.12
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,0.00 - 1.70,1.02
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 0.91,0.91
Syndicate Bank,Debenture,A+,0.00 - 0.85,0.85
8.3% Jorabat Shillong Expressway 2030,Non Convertible Debenture,D,0.00 - 1.17,0.82
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 0.75,0.73
8.55% HDFC 2029,Debenture,AAA,0.00 - 2.95,0.73
8.36% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.38,0.73
9.26% Jubilant Life Sciences 2022,Non Convertible Debenture,AA,0.68 - 0.73,0.71
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 0.72,0.69
9.08% Union Bank of India 2099,Bonds,AA,0.65 - 0.70,0.69
69. UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan
8.36% REC 2020,Debenture,AAA,10.67 - 11.82,11.67
8.36% Power Finance Corp. 2020,Bonds,AAA,10.65 - 11.81,11.66
Hero FinCorp 2021,Debenture,AA+,9.94 - 11.51,11.45
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,7.65 - 8.52,8.40
9.25% Power Grid Corporation 2020,Bonds,AAA,5.44 - 6.02,5.93
8.65% LIC Housing Fin. 2020,Debenture,AAA,5.34 - 5.92,5.85
9.75% Export-Import Bank 2020,Bonds,AAA,5.29 - 5.84,5.76
8.6% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 4.51,4.45
8.55% L&T Infra Debt Fund 2020,Bonds,AAA,1.05 - 1.17,1.15
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
9.45% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
70. UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan
8.65% LIC Housing Fin. 2020,Debenture,AAA,11.24 - 12.69,12.53
8.36% REC 2020,Debenture,AAA,11.23 - 12.66,12.49
8.45% Power Finance Corp. 2020,Bonds,AAA,11.23 - 12.66,12.48
Hero FinCorp 2021,Debenture,AA+,9.97 - 11.75,11.68
8.19% Mahindra Vehicle Manufacturers 2021,Debenture,AAA,9.31 - 10.45,10.29
8.55% L&T Infra Debt Fund 2020,Bonds,AAA,0.00 - 7.29,7.19
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.01,0.01
9.2% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
71. UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan
Bajaj Finance 2021,Debenture,AAA,9.16 - 10.61,10.56
Aditya Birla Finance 2021,Debenture,AAA,9.15 - 10.50,10.45
9.57% IRFC 2021,Bonds,AAA,7.38 - 8.11,7.96
8.4% Power Grid Corporation 2021,Debenture,AAA,7.20 - 7.94,7.80
8.7% NHPC 2021,Bonds,AAA,7.22 - 7.93,7.79
9.61% Power Finance Corp. 2021,Bonds,AAA,5.46 - 6.01,5.91
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,3.95 - 4.35,4.28
8.59% Tamilnadu State 2021,State Development Loan,SOV,3.64 - 4.00,3.94
8.18% NTPC 2020,Bonds,AAA,3.58 - 3.94,3.87
7.05% Power Finance Corp. 2020,Debenture,AAA,1.76 - 1.93,1.90
9.64% Power Grid Corporation 2021,Bonds,AAA,0.92 - 1.01,0.99
11.25% India Infoline Finance 2020,Debenture,AA,0.71 - 0.77,0.76
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.01,0.01
9.1867% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
72. UTI Dual Advantage Fixed Term Fund Series III-II (1278 Days) - Regular Plan
Hero FinCorp 2020,Debenture,AA+,10.09 - 11.34,11.33
L&T Infrastructre Finance 2020,Debenture,AAA,8.11 - 8.77,8.64
8.6% SAIL 2019,Bonds,AA-,7.33 - 7.95,7.84
9.48% Tata Power 2019,Non Convertible Debenture,AA-,7.37 - 7.97,7.84
8.56% REC 2019,Bonds,AAA,7.36 - 7.96,7.84
8.85% Power Grid Corporation 2019,Bonds,AAA,7.37 - 7.97,7.83
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.00,0.00
73. UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan
KKR India Financial Services 2021,Debenture,AA+,11.05 - 11.48,11.35
8.36% REC 2020,Debenture,AAA,10.74 - 11.21,10.81
8.6% LIC Housing Fin. 2020,Debenture,AAA,10.76 - 11.16,10.81
8.45% Power Finance Corp. 2020,Bonds,AAA,10.74 - 11.21,10.80
8.79% HDFC 2020,Debenture,AAA,8.99 - 9.33,9.02
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,7.11 - 7.35,7.15
8.19% Mahindra Vehicle Manufacturers 2021,Debenture,AAA,1.84 - 5.55,5.34
7.99% Tata Power 2020,Non Convertible Debenture,AA,3.52 - 3.64,3.52
Federal Bank 371-D,Short Term Deposit,-,0.00 - 0.01,0.01
74. UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan
8.7% Aditya Birla Finance 2021,Debenture,AAA,11.63 - 12.13,12.04
Hero FinCorp 2021,Debenture,AA+,9.27 - 9.68,9.61
8.4% Power Grid Corporation 2021,Debenture,AAA,7.75 - 8.07,7.76
7.6% REC 2021,Bonds/NCDs,AAA,6.95 - 7.32,7.01
9.57% IRFC 2021,Bonds,AAA,6.70 - 7.05,6.70
8.18% NTPC 2020,Bonds,AAA,6.46 - 6.75,6.47
9.9% HDFC 2021,Debenture,AAA,4.83 - 5.07,4.85
8.85% NHPC 2021,Bonds,AAA,2.99 - 3.14,2.99
9.18% Power Finance Corp. 2021,Bonds,AAA,2.97 - 3.15,2.99
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 2.62,2.51
9.64% Power Grid Corporation 2021,Bonds,AAA,1.90 - 1.99,1.90
8.7% NHPC 2021,Bonds,AAA,1.79 - 1.88,1.79
